Month,completed days,closed_date_month
Apr,9.184458398744113,4
Aug,7.201787258575958,8
Dec,7.696068087500879,12
Feb,7.790697674418604,2
Jan,7.744633972992182,1
Jul,8.139064124783362,7
Jun,7.196086741541287,6
Mar,7.863107412370407,3
May,7.414740661112604,5
Nov,7.496725844004657,11
Oct,7.449065821614841,10
Sep,7.080835394971521,9
