Month,completed days,closed_date_month
Apr,8.65118758514482,4
Aug,7.532196205086799,8
Dec,15.470815526023067,12
Feb,8.121309411394398,2
Jan,8.926316462167689,1
Jul,7.129844859321588,7
Jun,6.30075935635509,6
Mar,8.663106852161865,3
May,7.409355106559646,5
Nov,9.39945652173913,11
Oct,9.328197226502311,10
Sep,9.114825454862018,9
