Month,completed days,closed_date_month
Apr,77.49053356282272,4
Aug,30.711453744493394,8
Dec,84.34239130434783,12
Feb,67.08989898989898,2
Jan,69.87747035573122,1
Jul,41.1267252195734,7
Jun,36.74450084602369,6
Mar,73.30571761960327,3
May,63.2530612244898,5
Nov,58.714285714285715,11
Oct,27.61228406909789,10
Sep,46.659137577002056,9
