Month,completed days,closed_date_month
Apr,9.640075973409306,4
Aug,16.47209653092006,8
Dec,2.105211406096362,12
Feb,13.753071253071253,2
Jan,6.396396396396397,1
Jul,49.415162454873645,7
Jun,40.34925373134328,6
Mar,9.28167641325536,3
May,15.73448275862069,5
Nov,2.515957446808511,11
Oct,3.0842105263157893,10
Sep,2.181151832460733,9
