Month,completed days,closed_date_month
Apr,30.851782363977485,4
Aug,29.422657952069716,8
Dec,47.93023255813954,12
Feb,59.711755233494365,2
Jan,45.62343096234309,1
Jul,22.267256637168142,7
Jun,14.063253012048193,6
Mar,45.3026874115983,3
May,21.46946564885496,5
Nov,88.26966292134831,11
Oct,31.739285714285714,10
Sep,32.14622258326564,9
