Month,completed days,closed_date_month
Apr,12.94051553205552,4
Aug,19.033881415047336,8
Dec,20.42896742896743,12
Feb,14.457002457002456,2
Jan,24.634061569016882,1
Jul,18.94790952707334,7
Jun,17.648231511254018,6
Mar,12.735135135135135,3
May,15.891221374045802,5
Nov,16.331086142322096,11
Oct,17.33204384268214,10
Sep,10.903765690376568,9
