Month,completed days,closed_date_month
Apr,1.32981220657277,4
Aug,1.5856854838709677,8
Dec,1.498507462686567,12
Feb,1.2039045553145336,2
Jan,1.6595538312318139,1
Jul,2.0823529411764707,7
Jun,1.4859913793103448,6
Mar,1.9329842931937173,3
May,2.7750642673521853,5
Nov,1.756218905472637,11
Oct,2.445358401880141,10
Sep,2.2490196078431373,9
