Month,completed days,closed_date_month
Apr,10.38026500053862,4
Aug,7.547507862384447,8
Dec,9.805236834363049,12
Feb,16.102687525070195,2
Jan,197.7174206203261,1
Jul,8.475885779772705,7
Jun,7.512158992716948,6
Mar,17.831645181092696,3
May,9.433994611805046,5
Nov,6.887892912632963,11
Oct,7.8097681977589595,10
Sep,7.553528468323978,9
