Month,completed days,closed_date_month
Apr,11.442307692307692,4
Aug,41.42916378714582,8
Dec,40.18947963800905,12
Feb,10.544444444444444,2
Jan,33.91902252036416,1
Jul,49.686685962373375,7
Jun,41.55004277159966,6
Mar,14.79516129032258,3
May,26.576409495548962,5
Nov,88.80046047582502,11
Oct,144.79890780597495,10
Sep,48.509375,9
