Month,completed days,closed_date_month
Apr,11.68711467324291,4
Aug,3.7007416962270234,8
Dec,2.706087630864676,12
Feb,9.37011033099298,2
Jan,12.49379402884938,1
Jul,7.1737918215613385,7
Jun,8.673403914019891,6
Mar,11.110172245693859,3
May,4.4747267759562845,5
Nov,3.8183839881393626,11
Oct,4.546916890080429,10
Sep,3.5739216331906487,9
