Month,completed days,closed_date_month
Apr,22.543290043290042,4
Aug,11.44311377245509,8
Dec,21.799048751486325,12
Feb,14.275862068965518,2
Jan,22.5327868852459,1
Jul,13.701176470588235,7
Jun,19.342412451361866,6
Mar,16.33811475409836,3
May,16.334841628959275,5
Nov,15.750593824228028,11
Oct,13.776515151515152,10
Sep,14.546227417640807,9
